Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,26,1,15,0,< 1 Year,0,45073,152,149,0
Male,43,1,28,1,1-2 Year,0,2630,26,137,0
Female,72,1,28,0,1-2 Year,1,46354,25,56,0
Male,55,1,14,0,1-2 Year,1,26648,124,188,0
Male,24,1,14,1,< 1 Year,0,41125,152,289,0
Male,57,1,36,1,1-2 Year,0,34507,26,251,0
Female,22,1,8,1,< 1 Year,0,19417,160,93,0
Male,44,1,28,1,1-2 Year,0,42291,26,293,0
Female,22,1,17,0,< 1 Year,1,44139,152,294,0
Male,23,1,27,0,< 1 Year,1,41138,152,109,0
Male,42,1,9,0,1-2 Year,1,34083,124,187,0
Female,51,1,28,0,1-2 Year,1,45298,26,203,0
Female,27,1,25,1,< 1 Year,0,24912,152,120,0
Male,30,1,46,0,< 1 Year,1,28632,152,242,0
Male,33,1,18,0,1-2 Year,1,23110,124,261,1
Male,25,1,35,0,< 1 Year,1,2630,156,144,0
Male,57,1,7,0,1-2 Year,1,37993,26,102,0
Female,34,1,29,0,1-2 Year,1,2630,124,10,0
Male,61,1,41,1,1-2 Year,0,36745,136,25,0
Male,41,1,1,1,1-2 Year,0,2630,124,57,0
Male,59,1,36,0,> 2 Years,1,39125,26,98,0
Female,56,1,13,0,1-2 Year,1,2630,122,217,1
Male,31,1,37,0,< 1 Year,1,36427,152,188,0
Female,42,1,19,0,1-2 Year,1,33630,124,125,0
Male,64,1,30,1,1-2 Year,0,32694,152,190,0
Female,38,1,28,0,> 2 Years,1,30261,122,35,0
Female,39,1,28,0,1-2 Year,1,2630,156,36,0
Female,42,1,35,1,1-2 Year,0,20103,26,259,0
Male,50,1,28,1,1-2 Year,0,44795,61,116,0
Female,23,1,14,1,< 1 Year,0,26341,152,125,0
Female,28,1,12,0,1-2 Year,1,22722,124,52,1
Male,78,1,19,1,1-2 Year,0,22665,124,50,0
Male,44,1,28,0,1-2 Year,1,57083,26,268,0
Male,42,1,20,0,1-2 Year,1,2630,124,29,1
Female,75,1,50,0,1-2 Year,1,47238,116,285,0
Female,27,1,6,1,< 1 Year,0,26492,152,125,0
Female,29,1,28,0,< 1 Year,0,32757,152,184,0
Male,42,1,46,0,1-2 Year,1,31454,124,231,0
Female,24,1,41,1,< 1 Year,0,21789,152,177,0
Male,41,1,28,0,1-2 Year,1,34336,26,243,0
Male,34,1,28,0,1-2 Year,1,32883,26,142,1
Male,45,1,28,0,1-2 Year,1,23593,124,98,1
Female,26,1,41,1,< 1 Year,0,30540,152,221,0
Male,35,1,8,0,1-2 Year,1,50189,152,189,0
Male,24,1,45,1,< 1 Year,0,27094,152,122,0
Female,45,1,28,0,1-2 Year,1,2630,52,118,0
Male,24,1,30,0,< 1 Year,1,2630,152,39,0
Female,26,1,8,0,< 1 Year,1,30708,152,285,0
Female,34,1,24,0,1-2 Year,1,23223,29,199,0
Male,53,1,8,0,1-2 Year,0,30683,124,186,0
Female,26,1,43,1,< 1 Year,1,2630,160,265,0
Male,46,1,28,0,1-2 Year,1,59248,124,105,0
Male,66,1,45,0,1-2 Year,1,33497,124,134,0
Male,27,1,28,0,1-2 Year,1,25911,124,107,0
Male,22,1,33,1,< 1 Year,0,31095,152,270,0
Female,21,1,36,1,< 1 Year,0,28878,160,23,0
Female,35,1,31,0,1-2 Year,1,2630,152,276,0
Male,22,1,18,1,< 1 Year,0,29600,152,277,0
Female,26,1,28,1,< 1 Year,0,29598,152,190,0
Male,60,1,28,0,1-2 Year,0,47325,124,237,0
Female,72,1,28,1,1-2 Year,0,41718,26,212,0
Female,24,1,42,1,< 1 Year,0,31407,152,260,0
Female,52,1,8,0,1-2 Year,0,34375,26,208,0
Female,23,1,28,1,< 1 Year,0,38813,152,197,0
Female,50,1,48,0,1-2 Year,1,2630,124,117,0
Male,21,1,15,0,< 1 Year,1,43010,160,94,0
Male,23,1,29,1,< 1 Year,0,36180,152,289,0
Female,22,1,15,0,< 1 Year,0,28564,152,257,0
Male,22,1,29,1,< 1 Year,0,2630,152,71,0
Female,49,1,48,1,1-2 Year,0,2630,124,127,0
Male,54,1,28,1,1-2 Year,0,41595,124,131,0
Female,47,1,28,0,1-2 Year,1,48109,124,181,0
Male,79,1,28,0,> 2 Years,1,40446,122,252,0
Female,57,1,41,1,1-2 Year,0,59172,152,216,0
Female,27,1,10,1,< 1 Year,0,19969,152,194,0
Male,72,1,8,0,1-2 Year,1,25857,26,82,0
Male,28,1,50,0,1-2 Year,1,30814,155,293,0
Female,68,1,41,1,1-2 Year,0,42642,152,178,0
Male,59,1,28,0,1-2 Year,1,41011,124,102,0
Female,25,1,47,1,< 1 Year,0,37220,152,124,0
Female,25,1,28,1,< 1 Year,0,30496,152,191,0
Female,44,1,35,0,> 2 Years,1,39060,124,56,0
Male,39,1,28,0,1-2 Year,1,33093,124,78,0
Female,48,1,28,0,1-2 Year,1,40885,124,68,0
Male,26,1,15,1,< 1 Year,0,37931,152,67,0
Female,23,1,15,0,< 1 Year,0,29111,152,258,0
Female,47,1,28,0,1-2 Year,1,29058,124,115,0
Male,30,1,8,0,< 1 Year,1,72167,152,40,0
Female,23,1,36,0,< 1 Year,1,2630,160,215,0
Female,52,1,46,0,1-2 Year,1,2630,156,218,0
Male,44,1,23,0,1-2 Year,1,24102,124,94,1
Female,20,1,47,0,< 1 Year,1,35536,160,25,0
Male,25,1,15,0,< 1 Year,1,2630,124,94,0
Female,64,1,28,0,1-2 Year,1,52620,122,17,0
Male,60,1,8,0,1-2 Year,1,31806,26,67,0
Female,59,1,28,0,> 2 Years,1,51874,26,186,1
Male,80,1,0,1,1-2 Year,1,2630,3,137,0
Female,22,1,15,0,< 1 Year,1,29381,152,130,0
Female,40,1,41,0,1-2 Year,1,36769,52,195,0
Female,35,1,5,0,1-2 Year,1,2630,157,29,1
Male,26,1,15,1,< 1 Year,0,40986,152,19,0
Male,23,1,50,0,< 1 Year,1,26686,26,152,0
Male,42,1,50,1,1-2 Year,0,27660,8,27,0
Male,57,1,41,0,1-2 Year,1,38872,109,226,0
Female,37,1,29,1,1-2 Year,0,37150,124,260,0
Female,25,1,41,1,< 1 Year,0,33909,152,106,0
Male,31,1,3,0,1-2 Year,1,2630,154,294,1
Female,22,1,8,0,< 1 Year,1,68344,152,165,0
Male,26,1,28,0,< 1 Year,0,39964,152,71,0
Male,50,1,28,0,> 2 Years,1,47608,26,243,0
Male,44,1,28,0,1-2 Year,0,2630,26,58,0
Male,38,1,28,0,1-2 Year,1,28506,124,183,0
Male,43,1,46,0,1-2 Year,1,18719,124,124,0
Female,57,1,20,0,1-2 Year,1,2630,122,60,0
Male,31,1,28,0,< 1 Year,1,53775,152,19,0
Female,26,1,8,1,< 1 Year,0,30603,152,95,0
Male,41,1,28,0,1-2 Year,1,21393,26,186,1
Male,50,1,3,0,1-2 Year,1,34998,26,14,1
Female,23,1,49,1,< 1 Year,0,2630,152,213,0
Female,27,1,44,1,< 1 Year,0,20629,152,137,0
Male,55,1,30,1,1-2 Year,0,46674,152,286,0
Female,23,1,30,1,< 1 Year,0,26413,152,276,0
Female,25,1,11,1,< 1 Year,0,32600,152,100,0
Female,40,1,36,0,1-2 Year,1,25145,124,47,1
Female,51,1,8,0,1-2 Year,0,55347,26,189,0
Male,23,1,11,1,< 1 Year,0,38697,152,252,0
Male,51,1,28,0,> 2 Years,1,51698,124,225,1
Female,67,1,28,0,> 2 Years,1,51467,3,259,0
Male,43,1,28,1,1-2 Year,0,35404,26,164,0
Male,40,1,35,0,1-2 Year,1,32069,10,50,0
Male,38,1,28,0,1-2 Year,1,24197,26,258,0
Female,32,1,28,1,< 1 Year,0,30687,152,162,0
Male,37,1,8,0,> 2 Years,1,33548,154,75,0
Male,25,1,29,0,1-2 Year,1,2630,26,241,1
Male,27,1,35,1,< 1 Year,0,59850,152,129,0
Female,49,1,28,0,1-2 Year,0,45036,26,100,0
Male,27,1,15,0,< 1 Year,0,26343,152,154,0
Female,24,1,45,1,< 1 Year,0,42142,152,31,0
Male,20,1,37,1,< 1 Year,1,22875,160,188,0
Female,39,1,28,1,1-2 Year,0,24466,26,221,0
Male,48,1,8,1,1-2 Year,0,29941,26,242,0
Female,23,1,15,0,< 1 Year,0,33380,152,18,0
Female,73,1,28,0,1-2 Year,1,27534,52,38,0
Male,25,1,30,1,< 1 Year,0,44025,152,275,0
Female,36,1,8,0,1-2 Year,1,37093,19,115,1
Female,26,1,8,0,< 1 Year,1,2630,160,128,0
Male,35,1,30,1,1-2 Year,0,45311,152,96,0
Female,21,1,46,1,< 1 Year,0,30639,160,145,0
Female,25,1,41,1,< 1 Year,0,37409,152,232,0
Female,26,1,30,1,< 1 Year,0,2630,152,221,0
Male,71,1,28,0,1-2 Year,1,36682,60,162,0
Male,63,1,28,0,1-2 Year,1,41118,26,194,0
Male,22,1,39,0,1-2 Year,1,55019,154,277,0
Male,21,1,8,1,< 1 Year,0,50747,152,188,0
Male,22,1,30,1,< 1 Year,0,21383,152,107,0
Male,78,1,3,0,1-2 Year,0,45264,124,186,0
Male,50,1,18,0,1-2 Year,1,36100,26,92,0
Male,22,1,43,1,< 1 Year,0,2630,152,232,0
Female,68,1,28,0,1-2 Year,1,20724,124,125,0
Female,27,1,11,1,< 1 Year,0,72611,152,291,0
Female,40,1,28,1,1-2 Year,0,50638,26,198,0
Female,24,1,36,0,< 1 Year,0,34051,152,179,0
Female,21,1,35,1,< 1 Year,0,28684,152,184,0
Female,46,1,28,0,1-2 Year,1,37201,26,50,0
Male,52,1,8,0,1-2 Year,1,2630,26,110,0
Female,46,1,28,0,1-2 Year,1,55511,124,45,0
Male,67,0,8,0,1-2 Year,1,45024,7,124,0
Female,27,1,29,1,< 1 Year,0,35872,152,63,0
Male,25,1,15,1,< 1 Year,0,29895,152,101,0
Female,46,1,28,0,1-2 Year,0,28400,124,30,0
Male,32,1,29,0,1-2 Year,1,2630,157,289,0
Female,23,1,28,1,< 1 Year,0,35982,152,111,0
Female,64,1,1,1,1-2 Year,0,2630,154,281,0
Male,33,1,29,0,1-2 Year,1,30187,163,200,0
Male,27,1,29,0,1-2 Year,1,25445,124,174,1
Female,24,1,30,1,< 1 Year,0,30771,152,82,0
Male,24,1,35,1,< 1 Year,0,26664,152,29,0
Male,63,1,50,0,1-2 Year,1,34987,8,215,0
Female,64,1,44,0,1-2 Year,0,37503,124,53,0
Male,36,1,28,0,1-2 Year,1,61020,122,15,1
Male,72,0,28,0,1-2 Year,1,72033,26,253,0
Male,24,1,6,1,< 1 Year,0,25746,152,223,0
Male,62,1,8,0,1-2 Year,1,2630,124,237,1
Female,28,1,46,1,< 1 Year,0,25991,152,210,0
Female,26,1,49,1,< 1 Year,0,23597,152,136,0
Female,53,1,26,0,1-2 Year,1,31992,30,149,0
Female,48,1,1,0,1-2 Year,1,2630,124,244,0
Female,49,1,28,0,1-2 Year,1,34634,26,268,0
Female,32,1,30,1,< 1 Year,0,31829,152,104,0
Male,25,1,49,1,< 1 Year,0,32762,152,98,0
Male,26,1,18,1,< 1 Year,0,32736,152,165,0
Female,29,1,14,1,< 1 Year,1,25012,152,175,0
Female,23,1,8,1,< 1 Year,0,43391,152,297,0
Male,41,1,28,0,1-2 Year,1,63423,124,140,1
Male,29,1,39,1,< 1 Year,0,27230,124,216,0
Male,48,1,8,1,1-2 Year,1,37195,124,13,0
Male,62,1,11,0,1-2 Year,1,31572,26,123,0
Female,47,1,8,0,1-2 Year,1,32550,26,142,0
Female,21,1,6,0,1-2 Year,1,25577,163,75,1
Female,23,1,46,1,< 1 Year,0,25293,152,241,0
Female,23,1,37,0,< 1 Year,1,22493,151,250,0
Male,68,1,28,0,1-2 Year,1,22054,122,213,1
Female,66,1,28,0,1-2 Year,1,54295,26,278,0
Female,22,1,3,1,< 1 Year,0,25077,152,295,0
Male,56,1,29,0,> 2 Years,1,2630,124,121,1
Female,51,1,28,0,1-2 Year,1,43779,124,177,0
Male,24,1,6,0,< 1 Year,1,31428,152,128,0
Female,71,1,48,0,> 2 Years,1,2630,26,177,0
Male,42,1,24,0,1-2 Year,1,2630,124,263,1
Female,23,1,8,1,< 1 Year,0,29985,152,87,0
Male,27,1,30,1,< 1 Year,0,37217,152,56,0
Female,45,1,35,0,1-2 Year,1,17913,124,203,0
Male,36,1,8,0,1-2 Year,1,37860,124,171,1
Female,50,1,50,1,1-2 Year,0,31122,124,172,0
Male,60,1,14,0,1-2 Year,1,28073,26,220,0
Female,23,1,33,1,< 1 Year,0,24009,152,174,0
Female,48,1,28,0,1-2 Year,1,37158,124,37,0
Male,21,1,8,0,< 1 Year,1,40693,26,187,1
Male,74,1,46,0,> 2 Years,1,2630,11,231,1
Male,45,1,28,0,> 2 Years,1,43780,26,207,1
Female,46,1,28,0,> 2 Years,1,40790,26,43,0
Male,36,1,28,0,1-2 Year,1,40803,124,254,0
Male,49,1,28,0,1-2 Year,1,57197,26,129,0
Male,24,1,50,1,< 1 Year,0,33458,152,215,0
Male,74,1,1,0,> 2 Years,1,2630,157,134,0
Female,72,1,28,1,1-2 Year,1,26954,26,237,0
Male,26,1,8,1,< 1 Year,0,34088,160,65,0
Female,20,1,8,0,< 1 Year,1,34675,160,36,0
Male,33,1,36,0,< 1 Year,1,2630,156,129,0
Female,34,1,26,0,1-2 Year,1,32276,120,204,0
Male,35,1,28,0,1-2 Year,1,34639,26,183,1
Male,36,1,28,1,1-2 Year,0,34012,154,236,0
Male,42,1,36,0,1-2 Year,1,36361,26,91,0
Female,22,1,46,0,< 1 Year,1,35602,152,176,0
Female,25,1,46,1,< 1 Year,0,29419,160,183,0
Female,38,1,28,1,1-2 Year,0,33133,124,272,0
Female,51,1,22,0,1-2 Year,1,2630,152,140,0
Female,28,1,41,1,< 1 Year,0,31625,152,10,0
Female,59,1,28,0,1-2 Year,1,45031,37,221,0
Male,46,1,7,1,1-2 Year,1,40256,26,144,0
Male,49,1,19,0,1-2 Year,0,2630,26,240,0
Female,26,1,33,1,< 1 Year,0,31389,152,62,0
Female,52,1,28,0,> 2 Years,1,46491,122,104,1
Female,25,1,12,1,< 1 Year,0,24366,152,15,0
Female,48,1,8,1,1-2 Year,0,42157,26,74,0
Male,51,1,41,0,1-2 Year,1,32698,26,164,1
Male,49,1,39,0,1-2 Year,1,32686,124,78,0
Female,31,1,27,0,1-2 Year,1,2630,156,167,1
Female,22,1,29,1,< 1 Year,0,36082,152,126,0
Male,62,1,20,0,1-2 Year,1,2630,26,130,0
Male,46,1,7,0,1-2 Year,1,2630,124,294,0
Male,59,1,8,1,1-2 Year,0,43064,26,212,0
Female,29,1,36,1,< 1 Year,0,28363,152,192,0
Female,48,1,30,1,1-2 Year,0,26259,26,34,0
Male,50,1,41,1,1-2 Year,0,34533,109,39,0
Female,62,1,39,0,1-2 Year,0,2630,156,185,0
Male,57,1,46,0,> 2 Years,1,2630,156,219,1
Female,31,1,35,0,1-2 Year,1,27953,124,127,0
Male,47,1,7,0,1-2 Year,1,50725,26,41,1
Female,24,1,41,1,< 1 Year,0,32244,152,200,0
Male,54,1,41,0,1-2 Year,1,38999,26,288,0
Female,22,1,46,1,< 1 Year,0,29069,152,74,0
Male,74,1,48,0,1-2 Year,1,2630,26,158,0
Male,27,1,8,1,< 1 Year,0,41337,152,169,0
Male,29,1,8,1,< 1 Year,0,38728,152,219,0
Male,24,1,6,0,< 1 Year,1,30685,152,78,0
Male,27,1,28,0,1-2 Year,1,2630,157,16,0
Female,78,1,28,0,1-2 Year,1,31471,122,231,1
Male,41,1,8,1,1-2 Year,1,34768,124,176,0
Male,31,1,21,0,< 1 Year,1,27005,152,108,1
Male,67,1,0,0,1-2 Year,1,2630,26,205,0
Male,33,1,48,1,1-2 Year,0,2630,124,170,0
Female,68,1,24,1,1-2 Year,0,35772,26,130,0
Male,20,1,28,0,1-2 Year,1,27651,124,45,0
Male,37,1,50,0,1-2 Year,0,34794,124,239,0
Male,50,1,28,0,> 2 Years,1,22582,26,144,0
Male,74,1,28,0,1-2 Year,1,33892,124,252,0
Male,29,1,15,1,< 1 Year,0,40951,152,128,0
Male,41,1,48,0,1-2 Year,0,2630,124,288,1
Female,69,1,45,1,1-2 Year,0,23052,124,60,0
Male,25,1,13,1,< 1 Year,0,21429,152,162,0
Female,44,1,8,0,1-2 Year,0,34398,124,154,0
Female,24,1,3,1,< 1 Year,0,25383,152,173,0
Male,50,1,50,0,1-2 Year,1,35641,124,212,0
Female,33,1,30,0,< 1 Year,1,26929,163,249,1
Male,25,1,37,0,< 1 Year,1,33879,152,109,1
Male,29,1,47,1,< 1 Year,0,27702,152,63,0
Female,25,1,41,0,< 1 Year,0,30305,152,75,0
Male,38,1,46,0,1-2 Year,1,36116,124,283,1
Female,23,1,8,1,< 1 Year,0,54444,152,100,0
Male,44,1,28,0,1-2 Year,1,37781,26,231,0
Female,50,1,26,0,1-2 Year,1,39342,26,82,0
Male,52,1,28,0,1-2 Year,1,30276,26,126,0
Male,44,1,12,0,1-2 Year,1,33203,26,283,1
Male,24,1,2,1,< 1 Year,1,30158,152,253,0
Female,23,1,8,0,< 1 Year,1,64605,152,225,0
Male,47,1,11,0,1-2 Year,1,32629,26,31,0
Female,34,1,28,0,1-2 Year,1,39065,26,11,0
Male,25,1,28,1,< 1 Year,0,37562,152,279,0
Male,22,1,15,0,< 1 Year,1,2630,160,36,0
Female,76,1,8,0,1-2 Year,0,36099,124,157,0
Male,27,1,50,1,< 1 Year,0,31207,152,199,0
Female,54,1,28,0,1-2 Year,1,46344,26,235,0
Female,24,1,32,1,< 1 Year,0,33457,152,119,0
Female,42,1,8,0,1-2 Year,1,42861,124,17,0
Female,31,1,12,1,< 1 Year,0,22690,152,283,0
Male,23,1,24,1,< 1 Year,0,2630,152,279,0
Male,23,1,5,0,< 1 Year,1,27052,152,73,0
Male,78,1,28,0,1-2 Year,1,2630,122,53,0
Male,35,1,23,0,1-2 Year,1,2630,156,260,0
Male,28,1,41,1,< 1 Year,0,26373,152,196,0
Male,51,1,8,0,1-2 Year,1,53586,26,32,0
Male,28,1,29,1,< 1 Year,0,18149,152,187,0
Female,47,1,28,1,1-2 Year,0,31215,60,32,0
Female,41,1,18,0,> 2 Years,1,38889,124,50,0
Female,45,1,26,1,1-2 Year,0,33593,120,163,0
Female,31,1,30,0,< 1 Year,1,31188,124,55,1
Female,49,1,50,0,1-2 Year,1,36216,124,48,0
Female,25,1,46,0,< 1 Year,1,29851,152,69,0
Male,34,1,28,1,1-2 Year,0,33291,124,142,0
Male,46,1,28,0,1-2 Year,1,37447,26,162,1
Female,35,1,8,0,1-2 Year,1,2630,156,239,1
Male,21,1,25,0,< 1 Year,0,32500,160,14,0
Female,64,1,41,0,> 2 Years,1,71611,26,132,0
Male,55,1,28,0,1-2 Year,1,68192,26,241,0
Female,54,1,30,0,1-2 Year,1,35161,140,208,0
Male,43,1,41,1,1-2 Year,0,2630,160,236,0
Female,22,1,30,1,< 1 Year,0,24059,152,144,0
Male,26,1,28,0,1-2 Year,0,2630,156,121,0
Female,27,1,9,1,< 1 Year,0,28540,152,231,0
Male,39,1,3,0,1-2 Year,1,24967,124,96,0
Female,21,1,30,0,< 1 Year,1,24670,160,145,0
Male,24,1,12,1,< 1 Year,0,21237,152,78,0
Female,23,1,33,1,< 1 Year,0,32838,152,253,0
Female,23,1,11,0,< 1 Year,1,34696,152,32,0
Female,24,1,8,1,< 1 Year,0,25891,152,19,0
Male,50,1,29,0,1-2 Year,1,38789,29,165,0
Male,37,1,8,0,1-2 Year,1,42741,124,233,1
Female,25,1,11,1,< 1 Year,0,35401,152,229,0
Male,43,1,28,0,1-2 Year,1,38258,26,197,1
Female,57,1,8,0,1-2 Year,1,40226,26,230,0
Female,57,1,28,0,1-2 Year,1,2630,26,96,0
Male,32,1,35,1,< 1 Year,1,2630,156,195,0
Female,27,1,41,1,< 1 Year,0,36197,152,172,0
Female,71,1,28,0,> 2 Years,1,48588,26,204,0
Female,25,1,37,0,< 1 Year,1,28920,152,128,1
Male,43,1,28,1,1-2 Year,0,35348,124,78,0
Male,44,1,28,0,1-2 Year,0,31445,61,98,0
Female,25,1,35,0,< 1 Year,1,37712,152,217,0
Male,49,1,28,0,1-2 Year,1,41353,26,240,0
Male,44,1,28,1,1-2 Year,0,52747,124,87,0
Female,30,1,41,1,< 1 Year,0,59172,152,218,0
Male,47,1,46,0,1-2 Year,1,26275,26,11,1
Male,24,1,40,1,< 1 Year,0,18857,152,75,0
Male,48,1,29,0,1-2 Year,1,20860,26,241,1
Male,22,1,22,1,< 1 Year,0,29420,152,200,0
Female,45,1,28,0,1-2 Year,1,36141,124,223,1
Female,34,1,28,0,1-2 Year,1,42051,26,27,1
Female,54,1,28,0,1-2 Year,1,41264,122,91,0
Male,25,1,6,0,< 1 Year,1,22310,152,272,0
Male,77,1,28,0,> 2 Years,1,31422,30,62,0
Male,28,1,28,1,< 1 Year,0,46959,152,184,0
Male,23,1,29,1,< 1 Year,0,35123,152,137,0
Female,58,1,8,0,> 2 Years,1,56175,26,119,0
Male,22,1,30,1,< 1 Year,0,22844,152,247,0
Male,61,0,41,0,1-2 Year,1,40121,26,21,0
Male,25,1,37,0,< 1 Year,1,2630,107,138,1
Female,25,1,28,1,< 1 Year,0,56900,152,266,0
Male,23,1,11,1,< 1 Year,0,31129,152,235,0
Male,21,1,13,0,< 1 Year,0,28744,152,167,0
Male,22,1,35,0,< 1 Year,0,43383,152,190,0
Female,22,1,8,0,< 1 Year,1,30433,152,96,0
Female,24,1,47,1,< 1 Year,0,26947,152,107,0
Male,31,1,15,1,< 1 Year,0,33620,152,66,0
Male,27,1,28,0,1-2 Year,1,68241,122,117,0
Male,24,1,14,1,< 1 Year,0,53952,152,102,0
Female,31,1,8,0,< 1 Year,0,36992,152,41,0
Female,28,1,41,1,< 1 Year,0,38120,152,279,0
Female,36,1,11,1,1-2 Year,0,30487,154,255,0
Male,51,1,7,0,1-2 Year,1,50626,124,204,0
Female,21,1,35,1,< 1 Year,0,30967,160,155,0
Male,29,1,15,1,< 1 Year,0,30067,152,50,0
Female,47,1,45,1,1-2 Year,0,34528,152,288,0
Female,33,1,11,0,1-2 Year,1,2630,26,41,0
Male,79,1,29,1,1-2 Year,1,37914,26,83,0
Male,34,1,8,1,1-2 Year,0,34781,124,101,0
Male,65,1,32,0,1-2 Year,1,2630,152,65,0
Male,44,1,41,0,1-2 Year,1,30593,136,261,1
Female,23,1,8,1,< 1 Year,0,45776,152,274,0
Male,26,1,50,1,< 1 Year,0,34999,152,265,0
Male,51,1,41,0,1-2 Year,1,26602,26,153,0
Male,45,1,28,1,1-2 Year,0,46418,26,274,0
Female,23,1,14,0,< 1 Year,1,29687,151,252,0
Female,23,1,8,1,< 1 Year,0,34397,160,45,0
Male,35,1,29,0,1-2 Year,0,27498,124,90,0
Female,35,1,39,0,1-2 Year,1,2630,156,170,0
Female,40,1,50,0,1-2 Year,1,23052,26,186,0
Female,24,1,43,1,< 1 Year,0,28698,152,28,0
Male,45,1,7,1,1-2 Year,0,36792,26,33,0
Female,21,1,2,0,< 1 Year,1,28272,152,114,0
Female,22,1,28,1,< 1 Year,0,49042,152,173,0
Female,45,1,28,0,1-2 Year,1,53117,13,264,0
Female,23,1,46,1,< 1 Year,0,22843,151,226,0
Female,33,1,28,1,1-2 Year,0,31385,124,59,0
Male,33,1,8,0,1-2 Year,1,37249,124,213,1
Male,78,0,48,1,1-2 Year,1,2630,124,157,0
Male,50,1,52,1,1-2 Year,1,28322,26,249,0
Male,44,1,28,0,1-2 Year,1,33250,124,48,0
Male,43,1,46,0,1-2 Year,1,2630,11,273,1
Male,28,1,48,0,< 1 Year,0,2630,152,66,0
Male,20,1,46,0,1-2 Year,1,49925,122,43,0
Male,46,1,28,0,1-2 Year,1,62959,26,113,0
Female,56,1,45,1,1-2 Year,0,2630,152,251,0
Male,44,1,28,1,1-2 Year,0,28959,26,91,0
Male,27,1,6,1,< 1 Year,0,21125,152,53,0
Female,23,1,29,1,< 1 Year,0,26345,160,94,0
Male,51,1,28,1,1-2 Year,0,39549,26,84,0
Male,31,1,28,0,1-2 Year,1,34822,124,163,0
Male,22,1,8,0,< 1 Year,1,36229,152,293,0
Male,28,1,9,0,< 1 Year,1,27844,152,184,0
Female,34,1,8,0,1-2 Year,1,26139,124,262,0
Male,42,1,28,0,1-2 Year,1,30897,125,88,0
Male,44,1,8,0,1-2 Year,1,35526,124,199,0
Male,22,1,30,1,< 1 Year,0,29415,152,155,0
Male,56,1,27,0,1-2 Year,1,23067,26,237,0
Male,35,1,28,0,1-2 Year,1,24326,124,49,0
Male,22,1,28,0,< 1 Year,0,49118,152,172,0
Female,28,1,28,1,< 1 Year,0,51276,152,16,0
Female,23,1,40,0,< 1 Year,0,25148,26,181,0
Female,28,1,41,0,< 1 Year,1,27329,152,163,1
Female,23,1,35,0,< 1 Year,0,21714,152,226,1
Female,42,1,41,0,1-2 Year,1,40740,26,159,1
Male,33,1,30,0,< 1 Year,1,24149,124,72,0
Male,26,1,28,0,< 1 Year,1,2630,152,228,1
Female,23,1,29,1,< 1 Year,0,32210,152,89,0
Male,27,1,41,0,< 1 Year,1,31479,26,45,0
Male,50,1,28,0,1-2 Year,1,34420,124,22,0
Male,30,1,34,1,< 1 Year,0,32295,152,111,0
Female,40,1,46,1,1-2 Year,0,30270,11,217,0
Male,30,1,40,1,< 1 Year,0,48317,152,251,0
Female,40,1,41,1,1-2 Year,0,2630,124,203,0
Male,38,1,29,0,1-2 Year,0,2630,154,152,0
Female,55,1,7,1,1-2 Year,1,2630,26,86,0
Male,27,1,6,0,1-2 Year,1,25136,124,248,0
Female,24,1,8,1,< 1 Year,0,37758,152,106,0
Male,26,1,28,1,< 1 Year,0,48159,152,65,0
Female,23,1,30,0,< 1 Year,1,28381,152,261,0
Female,23,1,11,1,< 1 Year,0,29040,152,204,0
Female,71,1,28,0,1-2 Year,1,62477,26,224,0
Female,23,1,25,1,< 1 Year,0,47682,152,124,0
Male,76,1,50,0,1-2 Year,0,2630,26,99,0
Female,37,1,46,0,1-2 Year,1,31157,124,49,0
Female,35,1,8,0,1-2 Year,1,76146,124,231,0
Male,24,1,8,1,< 1 Year,0,32242,152,267,0
Female,42,1,11,0,1-2 Year,1,2630,124,25,0
Male,32,1,28,1,< 1 Year,0,36159,152,11,0
Female,24,1,8,1,< 1 Year,0,29404,152,285,0
Male,62,1,41,1,1-2 Year,0,46681,12,28,0
Female,44,1,21,0,1-2 Year,0,2630,128,214,0
Male,66,0,28,0,1-2 Year,1,41251,26,201,0
Male,49,1,8,0,1-2 Year,1,49632,26,255,1
Male,55,1,32,1,1-2 Year,0,18047,26,182,0
Male,35,1,28,1,1-2 Year,0,54327,124,167,0
Male,27,1,37,0,< 1 Year,1,34170,152,148,0
Female,52,1,8,1,1-2 Year,0,32610,26,32,0
Male,44,1,49,0,1-2 Year,1,2630,124,237,0
Male,68,1,30,1,1-2 Year,0,25980,152,83,0
Female,27,1,15,1,< 1 Year,0,28433,152,20,0
Male,25,1,47,1,< 1 Year,0,2630,152,286,0
Male,29,1,46,1,< 1 Year,0,34219,152,60,0
Male,67,1,28,0,1-2 Year,1,50263,124,61,0
Male,20,1,39,1,< 1 Year,0,35090,160,165,0
Male,44,1,28,0,1-2 Year,1,46664,122,59,0
Female,71,1,18,0,1-2 Year,1,36435,131,90,1
Male,39,1,13,0,1-2 Year,1,2630,157,260,0
Male,22,1,8,1,< 1 Year,0,30204,152,40,0
Male,42,1,28,0,1-2 Year,1,2630,158,40,0
Male,43,1,28,0,1-2 Year,1,50024,124,59,0
Female,30,1,28,1,< 1 Year,0,28029,124,227,0
Male,23,1,8,1,< 1 Year,0,35769,160,221,0
